MAG_name	Gene_name	Gene	S10_SRF_TPM	S25_SRF_TPM	S25_BML_TPM	S26_BML
FRAM_WSC20_S10_BML_bin_50_1	FRAM_WSC20_S10_BML_bin_50_1-read-2_608443_608976_+	RBP_L6	0	0.033626083	1.165379096	0
FRAM_WSC20_S10_BML_bin_50_1	FRAM_WSC20_S10_BML_bin_50_1-read-2_609034_609384_+	RBP_L18	0	0.051157631	0	0
FRAM_WSC20_S10_BML_bin_50_1	FRAM_WSC20_S10_BML_bin_50_1-read-2_610136_610570_+	RBP_L15	0	8.214504315	7.868318171	0
FRAM_WSC20_S10_BML_bin_54_1	FRAM_WSC20_S10_BML_bin_54_1-read-3_12412_13655_+	RBP_L3	3.313382527	8.328618617	2.001004621	0.984046881
FRAM_WSC20_S10_BML_bin_54_1	FRAM_WSC20_S10_BML_bin_54_1-read-3_13960_14784_+	RBP_L2	3.184815445	5.114832974	1.885795264	3.084352049
FRAM_WSC20_S10_BML_bin_54_1	FRAM_WSC20_S10_BML_bin_54_1-read-3_14785_15063_+	RBP_S19	1.000605659	11.64908768	0	8.873898658
FRAM_WSC20_S10_BML_bin_54_1	FRAM_WSC20_S10_BML_bin_54_1-read-3_16215_16634_+	RBP_L16	0.312794374	9.704968037	8.149329535	1.277207557
FRAM_WSC20_S10_BML_bin_54_1	FRAM_WSC20_S10_BML_bin_54_1-read-3_17478_17789_+	RBP_L24	0.157901006	0.748180355	1.994591145	0.13225522
FRAM_WSC20_S10_BML_bin_54_1	FRAM_WSC20_S10_BML_bin_54_1-read-3_17792_18343_+	RBP_L5	2.201460404	6.668564036	0.563688802	1.12129426
FRAM_WSC20_S10_BML_bin_54_1	FRAM_WSC20_S10_BML_bin_54_1-read-3_18628_19026_+	RBP_S8	1.028928862	3.73527636	0.779840147	0
FRAM_WSC20_S10_BML_bin_54_1	FRAM_WSC20_S10_BML_bin_54_1-read-3_19038_19580_+	RBP_L6	4.022259147	2.777774579	2.865158551	3.039677993
FRAM_WSC20_S10_BML_bin_54_1	FRAM_WSC20_S10_BML_bin_54_1-read-3_19592_19948_+	RBP_L18	0.091998345	4.275316316	0.871586047	0.26969692
FRAM_WSC20_S10_BML_bin_54_1	FRAM_WSC20_S10_BML_bin_54_1-read-3_20656_21108_+	RBP_L15	0.145004014	2.180128188	1.37375814	0.060726459
FRAM_WSC20_S10_BML_bin_54_1	FRAM_WSC20_S10_BML_bin_54_1-read-4_80789_81226_+	RBP_L11	1.912116293	6.231419946	0.710402326	2.386633018
FRAM_WSC20_S10_BML_bin_58_1	FRAM_WSC20_S10_BML_bin_58_1-read-39_4718_5134_-	RBP_L15	0.433186453	0	0	0
FRAM_WSC20_S10_BML_bin_58_1	FRAM_WSC20_S10_BML_bin_58_1-read-39_7973_8515_-	RBP_L6	0	4.927243003	0	0
FRAM_WSC20_S10_BML_bin_58_1	FRAM_WSC20_S10_BML_bin_58_1-read-39_12242_12919_-	RBP_S3	0	0	0	5.010873306
FRAM_WSC20_S10_BML_bin_60_1	FRAM_WSC20_S10_BML_bin_60_1-read-5_168044_168469_-	RBP_L15	0	7.755785092	0	0
FRAM_WSC20_S10_BML_bin_60_1	FRAM_WSC20_S10_BML_bin_60_1-read-5_171329_171871_-	RBP_L6	0	0	1.14606342	0
FRAM_WSC20_S10_BML_bin_60_1	FRAM_WSC20_S10_BML_bin_60_1-read-5_175602_176261_-	RBP_S3	0	0.788990193	1.885795264	3.98048136
FRAM_WSC20_S10_BML_bin_65_1	FRAM_WSC20_S10_BML_bin_65_1-read-4_14594_15022_+	RBP_L11	0	8.580529949	0	0
FRAM_WSC20_S10_BML_bin_65_1	FRAM_WSC20_S10_BML_bin_65_1-read-8_58842_59201_-	RBP_L18	0	0	0	0
FRAM_WSC20_S10_BML_bin_65_1	FRAM_WSC20_S10_BML_bin_65_1-read-8_59235_59792_-	RBP_L6	0	0	0	0
FRAM_WSC20_S10_BML_bin_65_1	FRAM_WSC20_S10_BML_bin_65_1-read-8_59846_60244_-	RBP_S8	0	0	1.559680294	0
FRAM_WSC20_S10_BML_bin_65_1	FRAM_WSC20_S10_BML_bin_65_1-read-8_60525_61106_-	RBP_L5	0	0	0	0
FRAM_WSC20_S10_BML_bin_65_1	FRAM_WSC20_S10_BML_bin_65_1-read-8_61181_61522_-	RBP_L24	0	0	0	0
FRAM_WSC20_S10_BML_bin_65_1	FRAM_WSC20_S10_BML_bin_65_1-read-8_61524_61910_-	RBP_L14	0	0	2.41206371	0
FRAM_WSC20_S10_BML_bin_65_1	FRAM_WSC20_S10_BML_bin_65_1-read-8_61944_62452_-	RBP_S17	0	0	0.611308877	0
FRAM_WSC20_S10_BML_bin_65_1	FRAM_WSC20_S10_BML_bin_65_1-read-8_64076_64354_-	RBP_S19	0	0	0	0
FRAM_WSC20_S10_BML_bin_65_1	FRAM_WSC20_S10_BML_bin_65_1-read-8_64371_65225_-	RBP_L2	0	0	0	2.107421196
FRAM_WSC20_S10_BML_bin_65_1	FRAM_WSC20_S10_BML_bin_65_1-read-8_66403_67065_-	RBP_L3	0.024768785	1.625007107	0	3.049649788
FRAM_WSC20_S10_BML_bin_68_1	FRAM_WSC20_S10_BML_bin_68_1-read-14_39672_40121_+	RBP_L11	0	0	2.765833054	0
FRAM_WSC20_S10_BML_bin_68_1	FRAM_WSC20_S10_BML_bin_68_1-read-14_57095_58440_+	RBP_L3	1.671451363	0.506939438	1.387026234	0
FRAM_WSC20_S10_BML_bin_68_1	FRAM_WSC20_S10_BML_bin_68_1-read-14_59039_59881_+	RBP_L2	5.493381622	0	1.476423339	1.59898601
FRAM_WSC20_S10_BML_bin_68_1	FRAM_WSC20_S10_BML_bin_68_1-read-14_59885_60163_+	RBP_S19	1.236042285	0	1.115255264	0
FRAM_WSC20_S10_BML_bin_68_1	FRAM_WSC20_S10_BML_bin_68_1-read-14_60167_60547_+	RBP_L22	0	0	0.816682988	0
FRAM_WSC20_S10_BML_bin_68_1	FRAM_WSC20_S10_BML_bin_68_1-read-14_60547_61266_+	RBP_S3	0.091231692	0	0.864322829	0
FRAM_WSC20_S10_BML_bin_68_1	FRAM_WSC20_S10_BML_bin_68_1-read-14_61278_61691_+	RBP_L16	5.513567499	0	0	0
FRAM_WSC20_S10_BML_bin_68_1	FRAM_WSC20_S10_BML_bin_68_1-read-14_62831_63061_+	RBP_S17	5.829349698	0	1.346996617	0
FRAM_WSC20_S10_BML_bin_68_1	FRAM_WSC20_S10_BML_bin_68_1-read-14_63129_63497_+	RBP_L14	0.044503265	0	2.529725354	0
FRAM_WSC20_S10_BML_bin_68_1	FRAM_WSC20_S10_BML_bin_68_1-read-14_63499_63804_+	RBP_L24	0.053665701	0.352084873	0	0
FRAM_WSC20_S10_BML_bin_68_1	FRAM_WSC20_S10_BML_bin_68_1-read-14_63804_64364_+	RBP_L5	2.400320464	0	1.109291332	0
FRAM_WSC20_S10_BML_bin_68_1	FRAM_WSC20_S10_BML_bin_68_1-read-14_64694_65086_+	RBP_S8	4.094979782	0	1.583492207	0
FRAM_WSC20_S10_BML_bin_68_1	FRAM_WSC20_S10_BML_bin_68_1-read-14_65096_65629_+	RBP_L6	1.291594747	0	1.165379096	0
FRAM_WSC20_S10_BML_bin_68_1	FRAM_WSC20_S10_BML_bin_68_1-read-14_65641_66000_+	RBP_L18	2.326408157	0	0	0
FRAM_WSC20_S10_BML_bin_68_1	FRAM_WSC20_S10_BML_bin_68_1-read-14_67119_67589_+	RBP_L15	0.104596845	0	0	0.058405702
FRAM_WSC20_S10_BML_bin_70_1	FRAM_WSC20_S10_BML_bin_70_1-read-78_1_354_-	RBP_L6	0	0.050724092	1.757944738	0
FRAM_WSC20_S10_BML_bin_70_1	FRAM_WSC20_S10_BML_bin_70_1-read-78_365_757_-	RBP_S8	0	10.00619834	0	0
FRAM_WSC20_S10_BML_bin_70_1	FRAM_WSC20_S10_BML_bin_70_1-read-78_1097_1651_-	RBP_L5	0.059177314	0	0.560641835	6.740965179
FRAM_WSC20_S10_BML_bin_70_1	FRAM_WSC20_S10_BML_bin_70_1-read-78_2386_2616_-	RBP_S17	3.12794374	0	1.346996617	0
FRAM_WSC20_S10_BML_bin_70_1	FRAM_WSC20_S10_BML_bin_70_1-read-78_2910_3323_-	RBP_L16	6.544882283	0.130118323	3.006340276	0.066447067
FRAM_WSC20_S10_BML_bin_70_1	FRAM_WSC20_S10_BML_bin_70_1-read-78_3335_4422_-	RBP_S3	0.166028264	0.181543763	2.859891715	1.567613348
FRAM_WSC20_S10_BML_bin_70_1	FRAM_WSC20_S10_BML_bin_70_1-read-78_22915_23343_-	RBP_L11	0	0.292993706	0	0
FRAM_WSC20_S10_BML_bin_72_1	FRAM_WSC20_S10_BML_bin_72_1-read-7_43842_44669_+	RBP_L2	7.278702417	25.35138653	2.254755207	27.30974464
FRAM_WSC20_S10_BML_bin_72_1	FRAM_WSC20_S10_BML_bin_72_1-read-7_45947_46357_+	RBP_L16	3.476127259	11.44661332	1.514142183	22.02065509
FRAM_WSC20_S10_BML_bin_72_1	FRAM_WSC20_S10_BML_bin_72_1-read-7_46886_47592_+	RBP_L14	10.98651527	17.54996183	4.841185862	8.871388361
FRAM_WSC20_S10_BML_bin_72_1	FRAM_WSC20_S10_BML_bin_72_1-read-7_48844_49386_+	RBP_L6	1.179459449	18.68384092	0.57303171	18.08608406
FRAM_WSC20_S10_BML_bin_72_1	FRAM_WSC20_S10_BML_bin_72_1-read-7_49390_49743_+	RBP_L18	4.22139865	8.825991988	0	16.8629142
FRAM_WSC20_S10_BML_bin_72_1	FRAM_WSC20_S10_BML_bin_72_1-read-7_50441_50986_+	RBP_L15	3.218172887	3.94644583	4.559065474	13.02399027
FRAM_WSC20_S10_BML_bin_86_1	FRAM_WSC20_S10_BML_bin_86_1-read-68_14608_15084_-	RBP_L15	9.501866834	4.366738174	11.7417441	0.807394553
FRAM_WSC20_S10_BML_bin_86_1	FRAM_WSC20_S10_BML_bin_86_1-read-68_16867_17400_-	RBP_L6	12.51616814	4.505895174	15.14992825	0.025757571
FRAM_WSC20_S10_BML_bin_86_1	FRAM_WSC20_S10_BML_bin_86_1-read-68_17410_17802_-	RBP_S8	1.211779731	7.721678171	5.542222723	0
FRAM_WSC20_S10_BML_bin_86_1	FRAM_WSC20_S10_BML_bin_86_1-read-68_19425_19655_-	RBP_S17	0.071089631	0.777330239	0	0
FRAM_WSC20_S10_BML_bin_86_1	FRAM_WSC20_S10_BML_bin_86_1-read-68_20830_21243_-	RBP_L16	9.321499009	9.888992522	4.509510414	4.784188842
FRAM_WSC20_S10_BML_bin_86_1	FRAM_WSC20_S10_BML_bin_86_1-read-68_21261_22369_-	RBP_S3	4.160954917	13.85988929	8.417210602	0
FRAM_WSC20_S10_BML_bin_86_1	FRAM_WSC20_S10_BML_bin_86_1-read-68_22373_22654_-	RBP_S19	5.41566855	6.049117766	2.206781692	8.291745732
FRAM_WSC20_S10_BML_bin_90_1	FRAM_WSC20_S10_BML_bin_90_1-read-25_39568_39999_+	RBP_L11	0	0	0.720269025	0
FRAM_WSC20_S10_BML_bin_90_1	FRAM_WSC20_S10_BML_bin_90_1-read-25_55873_56538_+	RBP_L3	0	0	0.934403059	0
FRAM_WSC20_S10_BML_bin_90_1	FRAM_WSC20_S10_BML_bin_90_1-read-25_56535_57140_+	RBP_L4	0	0	0.513459107	0
FRAM_WSC20_S10_BML_bin_90_1	FRAM_WSC20_S10_BML_bin_90_1-read-25_57446_58273_+	RBP_L2	0	0	1.503170138	0
FRAM_WSC20_S10_BML_bin_90_1	FRAM_WSC20_S10_BML_bin_90_1-read-25_58288_58563_+	RBP_S19	0	0	0	0
FRAM_WSC20_S10_BML_bin_90_1	FRAM_WSC20_S10_BML_bin_90_1-read-25_58590_58925_+	RBP_L22	0	0	3.704240698	0
FRAM_WSC20_S10_BML_bin_90_1	FRAM_WSC20_S10_BML_bin_90_1-read-25_58935_59597_+	RBP_S3	0	0	0.938631127	0
FRAM_WSC20_S10_BML_bin_90_1	FRAM_WSC20_S10_BML_bin_90_1-read-25_60496_60864_+	RBP_L14	0	0	0	0
FRAM_WSC20_S10_BML_bin_90_1	FRAM_WSC20_S10_BML_bin_90_1-read-25_60905_61219_+	RBP_L24	0	0	1.975595039	0
FRAM_WSC20_S10_BML_bin_90_1	FRAM_WSC20_S10_BML_bin_90_1-read-25_61222_61761_+	RBP_L5	0	0	0	1.426397044
FRAM_WSC20_S10_BML_bin_90_1	FRAM_WSC20_S10_BML_bin_90_1-read-25_62091_62483_+	RBP_S8	0	0	0	0
FRAM_WSC20_S10_BML_bin_90_1	FRAM_WSC20_S10_BML_bin_90_1-read-25_62494_63027_+	RBP_L6	0.030752256	0	0	1.7772724
FRAM_WSC20_S10_BML_bin_90_1	FRAM_WSC20_S10_BML_bin_90_1-read-25_63158_63508_+	RBP_L18	0.046785483	0.051157631	1.772969907	0
FRAM_WSC20_S10_BML_bin_90_1	FRAM_WSC20_S10_BML_bin_90_1-read-25_64216_64719_+	RBP_L15	0	0	0	0
FRAM_WSC20_S10_BML_bin_92_1	FRAM_WSC20_S10_BML_bin_92_1-read-1_708_971_+	RBP_S17	10.07695512	0.068016396	9.428976321	2.917630316
FRAM_WSC20_S10_BML_bin_92_1	FRAM_WSC20_S10_BML_bin_92_1-read-1_1074_1442_+	RBP_L14	5.162378693	0.097324274	14.33511034	0.372751841
FRAM_WSC20_S10_BML_bin_92_1	FRAM_WSC20_S10_BML_bin_92_1-read-1_1537_1851_+	RBP_L24	2.085295827	0.057004218	3.951190077	7.248425793
FRAM_WSC20_S10_BML_bin_92_1	FRAM_WSC20_S10_BML_bin_92_1-read-1_1865_2404_+	RBP_L5	13.86721725	1.197088569	18.43888703	5.323517538
FRAM_WSC20_S10_BML_bin_92_1	FRAM_WSC20_S10_BML_bin_92_1-read-1_2875_3267_+	RBP_S8	8.27353058	12.56486093	7.12571493	0.139995348
FRAM_WSC20_S10_BML_bin_92_1	FRAM_WSC20_S10_BML_bin_92_1-read-1_3277_3810_+	RBP_L6	6.827000804	9.818816348	1.748068644	2.575757101
FRAM_WSC20_S10_BML_bin_92_1	FRAM_WSC20_S10_BML_bin_92_1-read-1_3822_4169_+	RBP_L18	0.896587322	1.186768839	6.258889455	0
FRAM_WSC20_S10_BML_bin_92_1	FRAM_WSC20_S10_BML_bin_92_1-read-1_4892_5326_+	RBP_L15	0.415261497	0	5.007111564	0.411055306
FRAM_WSC20_S10_BML_bin_92_1	FRAM_WSC20_S10_BML_bin_92_1-read-19_23198_23632_+	RBP_L11	0	2.14650364	6.437714868	1.802319417
FRAM_WSC20_S10_SRF_bin_115_1	FRAM_WSC20_S10_SRF_bin_115_1-read-13_25629_26105_-	RBP_L15	18.21191143	8.507610581	3.261595583	2.3356771
FRAM_WSC20_S10_SRF_bin_115_1	FRAM_WSC20_S10_SRF_bin_115_1-read-13_27530_27889_-	RBP_L18	29.05729404	6.783501888	1.728645659	0.152828255
FRAM_WSC20_S10_SRF_bin_115_1	FRAM_WSC20_S10_SRF_bin_115_1-read-13_27901_28434_-	RBP_L6	13.16196551	18.86423278	5.826895479	0.128787855
FRAM_WSC20_S10_SRF_bin_115_1	FRAM_WSC20_S10_SRF_bin_115_1-read-13_28444_28836_-	RBP_S8	18.05133945	3.746613077	9.50095324	0
FRAM_WSC20_S10_SRF_bin_115_1	FRAM_WSC20_S10_SRF_bin_115_1-read-13_30459_30689_-	RBP_S17	16.84824242	0	1.346996617	6.490238867
FRAM_WSC20_S10_SRF_bin_115_1	FRAM_WSC20_S10_SRF_bin_115_1-read-13_31876_32289_-	RBP_L16	6.981207768	12.4479862	6.012680553	0
FRAM_WSC20_S10_SRF_bin_115_1	FRAM_WSC20_S10_SRF_bin_115_1-read-13_32307_33415_-	RBP_S3	9.180754621	4.760289078	3.366884241	0.533314108
FRAM_WSC20_S10_SRF_bin_115_1	FRAM_WSC20_S10_SRF_bin_115_1-read-13_33419_33700_-	RBP_S19	6.172697487	0	5.51695423	0
FRAM_WSC20_S10_SRF_bin_115_1	FRAM_WSC20_S10_SRF_bin_115_1-read-13_33704_34546_-	RBP_L2	8.08423182	6.113245892	3.321952512	1.794780215
FRAM_WSC20_S10_SRF_bin_118_1	FRAM_WSC20_S10_SRF_bin_118_1-read-7_35515_36171_+	RBP_L3	0.224954858	0	0	0
FRAM_WSC20_S10_SRF_bin_118_1	FRAM_WSC20_S10_SRF_bin_118_1-read-7_36171_36821_+	RBP_L4	0	4.137402886	0	0
FRAM_WSC20_S10_SRF_bin_118_1	FRAM_WSC20_S10_SRF_bin_118_1-read-7_37135_37968_+	RBP_L2	4.509077172	0	0.746177982	0
FRAM_WSC20_S10_SRF_bin_118_1	FRAM_WSC20_S10_SRF_bin_118_1-read-7_37980_38261_+	RBP_S19	0	0	0	0
FRAM_WSC20_S10_SRF_bin_118_1	FRAM_WSC20_S10_SRF_bin_118_1-read-7_38293_38664_+	RBP_L22	0	0	0	0
FRAM_WSC20_S10_SRF_bin_118_1	FRAM_WSC20_S10_SRF_bin_118_1-read-7_38667_39405_+	RBP_S3	0.222215218	0	0	0
FRAM_WSC20_S10_SRF_bin_118_1	FRAM_WSC20_S10_SRF_bin_118_1-read-7_39428_39847_+	RBP_L16	0.312794374	0	0	0
FRAM_WSC20_S10_SRF_bin_118_1	FRAM_WSC20_S10_SRF_bin_118_1-read-7_40149_40565_+	RBP_S17	0	0	0	0
FRAM_WSC20_S10_SRF_bin_118_1	FRAM_WSC20_S10_SRF_bin_118_1-read-7_40620_40988_+	RBP_L14	3.115228522	0	0	0
FRAM_WSC20_S10_SRF_bin_118_1	FRAM_WSC20_S10_SRF_bin_118_1-read-7_41987_42385_+	RBP_S8	0	0	0	0
FRAM_WSC20_S10_SRF_bin_118_1	FRAM_WSC20_S10_SRF_bin_118_1-read-7_42392_42928_+	RBP_L6	0	0	0	0
FRAM_WSC20_S10_SRF_bin_118_1	FRAM_WSC20_S10_SRF_bin_118_1-read-7_42931_43302_+	RBP_L18	0	0	0	0
FRAM_WSC20_S10_SRF_bin_118_1	FRAM_WSC20_S10_SRF_bin_118_1-read-7_44207_44977_+	RBP_L15	0	0	0	0
FRAM_WSC20_S10_SRF_bin_118_1	FRAM_WSC20_S10_SRF_bin_118_1-read-12_17439_17870_-	RBP_L11	5.28383552	0	0	0
FRAM_WSC20_S10_SRF_bin_13_1	FRAM_WSC20_S10_SRF_bin_13_1-read-3_253525_254175_+	RBP_L3	0	0	0	0
FRAM_WSC20_S10_SRF_bin_13_1	FRAM_WSC20_S10_SRF_bin_13_1-read-3_254178_254825_+	RBP_L4	0	0	0	0
FRAM_WSC20_S10_SRF_bin_13_1	FRAM_WSC20_S10_SRF_bin_13_1-read-3_255151_255987_+	RBP_L2	0	0	0.743503509	0
FRAM_WSC20_S10_SRF_bin_13_1	FRAM_WSC20_S10_SRF_bin_13_1-read-3_256002_256283_+	RBP_S19	0	0	0	0
FRAM_WSC20_S10_SRF_bin_13_1	FRAM_WSC20_S10_SRF_bin_13_1-read-3_258515_258886_+	RBP_L14	0	0	0	0
FRAM_WSC20_S10_SRF_bin_13_1	FRAM_WSC20_S10_SRF_bin_13_1-read-3_259909_260307_+	RBP_S8	0	0	0	0
FRAM_WSC20_S10_SRF_bin_13_1	FRAM_WSC20_S10_SRF_bin_13_1-read-3_260331_260849_+	RBP_L6	0	0	0	0
FRAM_WSC20_S10_SRF_bin_13_1	FRAM_WSC20_S10_SRF_bin_13_1-read-3_260852_261176_+	RBP_L18	0	0	1.914807499	0
FRAM_WSC20_S10_SRF_bin_13_1	FRAM_WSC20_S10_SRF_bin_13_1-read-3_262085_262891_+	RBP_L15	0	0	0	0
FRAM_WSC20_S10_SRF_bin_13_1	FRAM_WSC20_S10_SRF_bin_13_1-read-8_6558_6980_+	RBP_L11	1.2034819	0	0	0
FRAM_WSC20_S10_SRF_bin_132_1	FRAM_WSC20_S10_SRF_bin_132_1-read-2_22003_23022_+	RBP_L3	4.797713708	3.925746335	0.305055116	4.800605176
FRAM_WSC20_S10_SRF_bin_132_1	FRAM_WSC20_S10_SRF_bin_132_1-read-2_26027_26710_+	RBP_S3	3.673276037	0.525038846	0	0.22119879
FRAM_WSC20_S10_SRF_bin_132_1	FRAM_WSC20_S10_SRF_bin_132_1-read-2_29340_29867_+	RBP_L5	3.265679899	0	0	0.052100541
FRAM_WSC20_S10_SRF_bin_132_1	FRAM_WSC20_S10_SRF_bin_132_1-read-2_33810_34229_+	RBP_L15	0.195496484	0	0	9.988418073
FRAM_WSC20_S10_SRF_bin_26_1	FRAM_WSC20_S10_SRF_bin_26_1-read-2_41376_41993_+	RBP_L3	0	0	0	0
FRAM_WSC20_S10_SRF_bin_26_1	FRAM_WSC20_S10_SRF_bin_26_1-read-2_41993_42619_+	RBP_L4	0.550009246	0	0	0
FRAM_WSC20_S10_SRF_bin_26_1	FRAM_WSC20_S10_SRF_bin_26_1-read-2_42923_43747_+	RBP_L2	7.643557067	0	0	0
FRAM_WSC20_S10_SRF_bin_26_1	FRAM_WSC20_S10_SRF_bin_26_1-read-2_43759_44025_+	RBP_S19	0	0	0	0
FRAM_WSC20_S10_SRF_bin_26_1	FRAM_WSC20_S10_SRF_bin_26_1-read-2_44029_44424_+	RBP_L22	1.285537484	0.45344264	0	0
FRAM_WSC20_S10_SRF_bin_26_1	FRAM_WSC20_S10_SRF_bin_26_1-read-2_44435_45136_+	RBP_S3	0	0.434839865	1.772969907	0
FRAM_WSC20_S10_SRF_bin_26_1	FRAM_WSC20_S10_SRF_bin_26_1-read-2_45145_45564_+	RBP_L16	10.20491645	0	0	0
FRAM_WSC20_S10_SRF_bin_26_1	FRAM_WSC20_S10_SRF_bin_26_1-read-2_45778_46038_+	RBP_S17	0	0	0	0
FRAM_WSC20_S10_SRF_bin_26_1	FRAM_WSC20_S10_SRF_bin_26_1-read-2_46041_46409_+	RBP_L14	0.356026117	0	0	5.442176873
FRAM_WSC20_S10_SRF_bin_26_1	FRAM_WSC20_S10_SRF_bin_26_1-read-2_46431_46751_+	RBP_L24	0.767369376	0.111877436	0	5.184734247
FRAM_WSC20_S10_SRF_bin_26_1	FRAM_WSC20_S10_SRF_bin_26_1-read-2_46751_47299_+	RBP_L5	0.179472182	0	0	0
FRAM_WSC20_S10_SRF_bin_26_1	FRAM_WSC20_S10_SRF_bin_26_1-read-2_47595_47993_+	RBP_S8	0.246942927	0	0	0
FRAM_WSC20_S10_SRF_bin_26_1	FRAM_WSC20_S10_SRF_bin_26_1-read-2_48005_48556_+	RBP_L6	0.535490369	0	0	0
FRAM_WSC20_S10_SRF_bin_26_1	FRAM_WSC20_S10_SRF_bin_26_1-read-2_48568_48924_+	RBP_L18	3.265941258	0	0	0
FRAM_WSC20_S10_SRF_bin_26_1	FRAM_WSC20_S10_SRF_bin_26_1-read-15_8981_9418_+	RBP_L11	0.899819432	0	0	0
FRAM_WSC20_S10_SRF_bin_34_1	FRAM_WSC20_S10_SRF_bin_34_1-read-17_109113_109592_-	RBP_L15	0	0	0	0
FRAM_WSC20_S10_SRF_bin_34_1	FRAM_WSC20_S10_SRF_bin_34_1-read-17_112350_112715_-	RBP_L18	0	0	0	0
FRAM_WSC20_S10_SRF_bin_34_1	FRAM_WSC20_S10_SRF_bin_34_1-read-17_112715_113248_-	RBP_L6	0	0	0	0
FRAM_WSC20_S10_SRF_bin_34_1	FRAM_WSC20_S10_SRF_bin_34_1-read-17_113261_113653_-	RBP_S8	0	0	0	0
FRAM_WSC20_S10_SRF_bin_34_1	FRAM_WSC20_S10_SRF_bin_34_1-read-17_113992_114555_-	RBP_L5	0	0	0	0
FRAM_WSC20_S10_SRF_bin_34_1	FRAM_WSC20_S10_SRF_bin_34_1-read-17_114555_114860_-	RBP_L24	0	0	0	0
FRAM_WSC20_S10_SRF_bin_34_1	FRAM_WSC20_S10_SRF_bin_34_1-read-17_114863_115231_-	RBP_L14	0	0	0	0
FRAM_WSC20_S10_SRF_bin_34_1	FRAM_WSC20_S10_SRF_bin_34_1-read-17_115316_115546_-	RBP_S17	0	0	0	0
FRAM_WSC20_S10_SRF_bin_34_1	FRAM_WSC20_S10_SRF_bin_34_1-read-17_118738_119151_-	RBP_L16	0	0	0	0
FRAM_WSC20_S10_SRF_bin_34_1	FRAM_WSC20_S10_SRF_bin_34_1-read-17_119165_120245_-	RBP_S3	0.060764865	0	0	0
FRAM_WSC20_S10_SRF_bin_34_1	FRAM_WSC20_S10_SRF_bin_34_1-read-17_120249_120527_-	RBP_S19	0	0	0	0
FRAM_WSC20_S10_SRF_bin_34_1	FRAM_WSC20_S10_SRF_bin_34_1-read-17_120530_121372_-	RBP_L2	1.11036437	0	0.738211669	0
FRAM_WSC20_S10_SRF_bin_34_1	FRAM_WSC20_S10_SRF_bin_34_1-read-17_142893_143318_-	RBP_L11	0	0	1.460827317	0.064575319
FRAM_WSC20_S10_SRF_bin_36_1	FRAM_WSC20_S10_SRF_bin_36_1-read-3_20832_21656_+	RBP_L2	7.643557067	1.001201348	1.508636211	0.033344347
FRAM_WSC20_S10_SRF_bin_36_1	FRAM_WSC20_S10_SRF_bin_36_1-read-3_21663_21941_+	RBP_S19	1.000605659	2.252586016	4.461021055	0
FRAM_WSC20_S10_SRF_bin_36_1	FRAM_WSC20_S10_SRF_bin_36_1-read-3_21948_22352_+	RBP_L22	4.825142844	0.177346455	3.073147838	0
FRAM_WSC20_S10_SRF_bin_36_1	FRAM_WSC20_S10_SRF_bin_36_1-read-3_22365_23090_+	RBP_S3	2.963145052	0	4.714488161	1.989293398
FRAM_WSC20_S10_SRF_bin_36_1	FRAM_WSC20_S10_SRF_bin_36_1-read-3_23114_23545_+	RBP_L16	3.649267697	0	0.720269025	0
FRAM_WSC20_S10_SRF_bin_36_1	FRAM_WSC20_S10_SRF_bin_36_1-read-3_23769_24026_+	RBP_S17	12.85730363	0	8.442222985	1.332804547
FRAM_WSC20_S10_SRF_bin_36_1	FRAM_WSC20_S10_SRF_bin_36_1-read-3_24028_24396_+	RBP_L14	5.251385223	0	2.529725354	0
FRAM_WSC20_S10_SRF_bin_36_1	FRAM_WSC20_S10_SRF_bin_36_1-read-3_24409_24711_+	RBP_L24	2.38466998	0.592618103	0	0
FRAM_WSC20_S10_SRF_bin_36_1	FRAM_WSC20_S10_SRF_bin_36_1-read-3_24720_25271_+	RBP_L5	8.478597503	1.821656517	2.254755207	0.074752951
FRAM_WSC20_S10_SRF_bin_36_1	FRAM_WSC20_S10_SRF_bin_36_1-read-3_25705_26103_+	RBP_S8	5.679687318	0	2.339520441	0
FRAM_WSC20_S10_SRF_bin_36_1	FRAM_WSC20_S10_SRF_bin_36_1-read-3_26113_26658_+	RBP_L6	10.91772671	2.302093401	12.53743005	1.259573528
FRAM_WSC20_S10_SRF_bin_36_1	FRAM_WSC20_S10_SRF_bin_36_1-read-3_26671_27021_+	RBP_L18	0	0	2.65945486	0.548614248
FRAM_WSC20_S10_SRF_bin_36_1	FRAM_WSC20_S10_SRF_bin_36_1-read-3_27762_28211_+	RBP_L15	7.335028071	0.119708857	6.914582635	0
FRAM_WSC20_S10_SRF_bin_36_1	FRAM_WSC20_S10_SRF_bin_36_1-read-8_50688_51125_-	RBP_L11	2.437010962	9.429122286	4.262413953	0
FRAM_WSC20_S10_SRF_bin_45_1	FRAM_WSC20_S10_SRF_bin_45_1-read-9_22493_22927_+	RBP_L11	8.833744563	0.206394581	9.298921475	1.580981945
FRAM_WSC20_S10_SRF_bin_45_1	FRAM_WSC20_S10_SRF_bin_45_1-read-9_45477_46115_+	RBP_L3	9.30306272	2.416657673	3.408597074	1.958784673
